actType,failAction,stemDia,yokeBossDia,actSize,effectiveArea,travel,sMin,sMax,springRate,VO,VM
Piston with Spring,AFC,1.125,5,220,220.4,6,2,4.8,91.5,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,1.5,3.7,70,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,20,25.7,210,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,7,25.3,600,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,17.5,41.9,800,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,0,0,1085,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,4.2,10.1,192.5,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,3.7,8.9,171,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,5.7,13.8,263,280,1621
Piston with Spring,AFC,1.125,5,220,220.4,6,3.5,8.5,161.5,280,1621
Piston with Spring,AFC,1.125,5,220X,220.4,8,6,8.8,77.9,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,8,11.3,90.6,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,12,15.7,101,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,20.8,28.8,222.2,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,8.6,14.7,168.5,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,12,18.5,178.9,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,16,23,191.6,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,18,27.8,269.3,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,8,12,26.2,390.7,280,2000
Piston with Spring,AFC,1.125,5,220X,220.4,9,1.7,5.3,77.9,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,4.6,8.7,90.6,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,8.1,12.7,101,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,17.8,28,222.2,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,6.3,14,168.5,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,9.8,18,178.9,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,12.7,21.5,191.6,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,14.4,26.7,269.3,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,24.1,41.9,390.7,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,19.5,33.2,335.6917,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,9,22.4,36.7,312.8,280,2290
Piston with Spring,AFC,1.125,5,220X,220.4,12,1.7,6.5,77.9,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,4.6,10.1,90.6,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,8.1,14.3,101,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,17.8,31.3,222.2,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,6.3,16.5,168.5,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,9.8,20.7,178.9,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,12.7,24.4,191.6,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,14.4,30.8,269.3,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,24.1,47.9,390.7,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,19.52,37.8,335.6917,280,2960
Piston with Spring,AFC,1.125,5,220X,220.4,12,22.4,41.4,312.8,280,2960
