no,style,series,trimType_,flowCharacter_,flowDirection_,balancing_,rating_c,valveSize,seatBore,travel,coeff,one,two,three,four,five,six,seven,eight,nine,ten
1,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Cv,0.0385,0.0455,0.056,0.0719,0.0942,0.124,0.162,0.212,0.278,0.354
2,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
3,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Xt,0.778,0.734,0.69,0.653,0.642,0.635,0.637,0.634,0.632,0.656
4,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Fd,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.18,0.22,0.25
5,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Cv,0.0385,0.0455,0.056,0.0719,0.0942,0.124,0.162,0.212,0.278,0.354
6,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
7,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Xt,0.778,0.734,0.69,0.653,0.642,0.635,0.637,0.634,0.632,0.656
8,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Fd,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.18,0.22,0.25
9,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Cv,0.0385,0.0455,0.056,0.0719,0.0942,0.124,0.162,0.212,0.278,0.354
10,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
11,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Xt,0.778,0.734,0.69,0.653,0.642,0.635,0.637,0.634,0.632,0.656
12,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Fd,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.18,0.22,0.25
13,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Cv,0.0562,0.0725,0.101,0.146,0.216,0.312,0.433,0.588,0.802,1.07
14,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
15,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Xt,0.692,0.648,0.639,0.625,0.6,0.586,0.597,0.613,0.62,0.624
16,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Fd,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
17,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Cv,0.0562,0.0725,0.101,0.146,0.216,0.312,0.433,0.588,0.802,1.07
18,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
19,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Xt,0.692,0.648,0.639,0.625,0.6,0.586,0.597,0.613,0.62,0.624
20,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Fd,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
21,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Cv,0.0562,0.0725,0.101,0.146,0.216,0.312,0.433,0.588,0.802,1.07
22,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
23,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Xt,0.692,0.648,0.639,0.625,0.6,0.586,0.597,0.613,0.62,0.624
24,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Fd,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
25,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Cv,0.015,0.02,0.024,0.028,0.034,0.041,0.048,0.056,0.066,0.075
26,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
27,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Xt,0.964,0.888,0.906,0.947,0.942,0.928,0.949,0.947,0.918,0.934
28,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
29,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Cv,0.015,0.02,0.024,0.028,0.034,0.041,0.048,0.056,0.066,0.075
30,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
31,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Xt,0.964,0.888,0.906,0.947,0.942,0.928,0.949,0.947,0.918,0.934
32,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
33,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Cv,0.015,0.02,0.024,0.028,0.034,0.041,0.048,0.056,0.066,0.075
34,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
35,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Xt,0.964,0.888,0.906,0.947,0.942,0.928,0.949,0.947,0.918,0.934
36,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
37,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Cv,0.016,0.026,0.038,0.052,0.07,0.088,0.107,0.127,0.153,0.181
38,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
39,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Xt,0.707,0.697,0.687,0.7,0.675,0.679,0.68,0.68,0.681,0.681
40,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
41,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Cv,0.016,0.026,0.038,0.052,0.07,0.088,0.107,0.127,0.153,0.181
42,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
43,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Xt,0.707,0.697,0.687,0.7,0.675,0.679,0.68,0.68,0.681,0.681
44,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
45,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Cv,0.016,0.026,0.038,0.052,0.07,0.088,0.107,0.127,0.153,0.181
46,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
47,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Xt,0.707,0.697,0.687,0.7,0.675,0.679,0.68,0.68,0.681,0.681
48,Globe Straight,10,Microspline,Equal %,Under,Unbalanced,ASME 150,2,0.1875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
49,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Cv,0.088,0.124,0.175,0.236,0.327,0.464,0.641,0.881,1.22,1.52
50,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
51,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Xt,0.771,0.717,0.658,0.645,0.62,0.585,0.596,0.596,0.603,0.647
52,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.25,0.75,Fd,0.1,0.12,0.15,0.18,0.22,0.26,0.32,0.4,0.54,0.72
53,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.375,0.75,Cv,0.129,0.199,0.308,0.448,0.62,0.882,1.29,1.8,2.43,3.07
54,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.375,0.75,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
55,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.375,0.75,Xt,0.747,0.663,0.641,0.593,0.569,0.568,0.56,0.571,0.624,0.662
56,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.375,0.75,Fd,0.11,0.12,0.15,0.18,0.21,0.26,0.32,0.4,0.52,0.7
57,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.5,0.75,Cv,0.189,0.319,0.492,0.735,1.08,1.53,2.12,2.99,4.17,4.91
58,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.5,0.75,FL,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
59,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.5,0.75,Xt,0.728,0.639,0.628,0.591,0.573,0.585,0.6,0.618,0.645,0.803
60,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.5,0.75,Fd,0.1,0.12,0.15,0.17,0.21,0.25,0.31,0.39,0.49,0.59
61,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.75,0.75,Cv,0.374,0.622,0.965,1.47,2.17,3.15,4.57,6.52,8.17,8.84
62,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.75,0.75,FL,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
63,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.75,0.75,Xt,0.687,0.614,0.588,0.56,0.571,0.596,0.603,0.624,0.75,0.919
64,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,0.75,0.75,Fd,0.09,0.1,0.13,0.16,0.19,0.24,0.29,0.38,0.47,0.53
65,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,1,0.75,Cv,0.79,1.25,1.8,2.53,3.63,5.28,7.59,10.7,12.7,13.2
66,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,1,0.75,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
67,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,1,0.75,Xt,0.641,0.634,0.598,0.586,0.584,0.596,0.646,0.68,0.757,0.886
68,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1,1,0.75,Fd,0.09,0.11,0.13,0.16,0.18,0.24,0.3,0.36,0.43,0.51
69,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Cv,0.088,0.124,0.175,0.236,0.327,0.464,0.641,0.881,1.22,1.52
70,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
71,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Xt,0.771,0.717,0.658,0.645,0.62,0.585,0.596,0.596,0.603,0.647
72,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.25,0.75,Fd,0.1,0.12,0.15,0.18,0.22,0.26,0.32,0.4,0.54,0.72
73,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Cv,0.121,0.19,0.302,0.435,0.6,0.864,1.26,1.8,2.56,3.2
74,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
75,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Xt,0.915,0.763,0.699,0.657,0.64,0.624,0.608,0.596,0.594,0.648
76,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.1875,0.75,Fd,0.11,0.12,0.15,0.18,0.21,0.26,0.32,0.4,0.52,0.7
77,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.5,0.75,Cv,0.199,0.323,0.503,0.735,1.07,1.54,2.14,3.08,4.36,5.18
78,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.5,0.75,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
79,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.5,0.75,Xt,0.748,0.686,0.64,0.617,0.627,0.602,0.607,0.607,0.573,0.705
80,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.5,0.75,Fd,0.1,0.12,0.15,0.17,0.21,0.25,0.31,0.39,0.49,0.59
81,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.75,0.75,Cv,0.434,0.683,1,1.49,2.21,3.18,4.61,6.73,8.88,10.2
82,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.75,0.75,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
83,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.75,0.75,Xt,0.747,0.625,0.636,0.596,0.578,0.603,0.593,0.591,0.68,0.796
84,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,0.75,0.75,Fd,0.09,0.1,0.13,0.16,0.19,0.24,0.29,0.38,0.47,0.53
85,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1,0.75,Cv,0.77,1.23,1.78,2.58,3.67,5.54,8.3,12,15.1,17.3
86,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1,0.75,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
87,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1,0.75,Xt,0.654,0.619,0.601,0.605,0.561,0.534,0.518,0.575,0.704,0.861
88,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1,0.75,Fd,0.09,0.11,0.13,0.16,0.18,0.24,0.3,0.36,0.43,0.51
89,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Cv,0.795,1.23,1.91,2.95,4.3,6.46,9.84,16.4,22.2,28.1
90,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1.5,0.75,FL,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
91,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Xt,0.726,0.676,0.733,0.645,0.589,0.558,0.597,0.653,0.777,0.84
92,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Fd,0.08,0.08,0.1,0.12,0.14,0.17,0.21,0.27,0.34,0.4
93,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Cv,0.088,0.124,0.175,0.236,0.327,0.464,0.641,0.881,1.22,1.52
94,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
95,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Xt,0.771,0.717,0.658,0.645,0.62,0.585,0.596,0.596,0.603,0.647
96,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.25,0.75,Fd,0.1,0.12,0.15,0.18,0.22,0.26,0.32,0.4,0.54,0.72
97,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.375,0.75,Cv,0.121,0.19,0.302,0.435,0.6,0.864,1.26,1.8,2.56,3.2
98,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.375,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
99,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.375,0.75,Xt,0.915,0.763,0.699,0.657,0.64,0.624,0.608,0.596,0.594,0.648
100,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.375,0.75,Fd,0.1,0.12,0.15,0.18,0.21,0.26,0.32,0.4,0.52,0.7
101,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.5,0.75,Cv,0.199,0.323,0.503,0.735,1.07,1.54,2.14,3.08,4.36,5.18
102,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.5,0.75,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
103,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.5,0.75,Xt,0.748,0.686,0.64,0.617,0.627,0.602,0.607,0.607,0.573,0.705
104,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.5,0.75,Fd,0.1,0.12,0.15,0.17,0.21,0.25,0.31,0.39,0.49,0.59
105,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.75,0.75,Cv,0.434,0.683,1,1.49,2.21,3.18,4.61,6.73,8.88,10.2
106,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.75,0.75,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
107,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.75,0.75,Xt,0.747,0.625,0.636,0.596,0.578,0.603,0.593,0.591,0.68,0.796
108,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,0.75,0.75,Fd,0.09,0.1,0.13,0.16,0.19,0.24,0.29,0.38,0.47,0.53
109,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,1,0.75,Cv,1.02,1.5,2.05,2.78,3.9,5.57,8.16,11.8,14.5,15.9
110,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,1,0.75,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
111,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,1,0.75,Xt,0.596,0.616,0.6,0.58,0.572,0.555,0.523,0.547,0.671,0.905
112,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,1,0.75,Fd,0.09,0.11,0.13,0.16,0.18,0.24,0.3,0.36,0.43,0.51
113,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,2,1.125,Cv,1.65,2.61,4.3,6.62,11.1,20.7,32.8,44.7,50,53.8
114,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,2,1.125,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
115,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,2,1.125,Xt,0.655,0.581,0.52,0.559,0.552,0.529,0.653,0.801,0.903,0.899
116,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,2,2,1.125,Fd,0.07,0.09,0.11,0.13,0.18,0.23,0.3,0.37,0.44,0.5
117,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,2,1.125,Cv,2.11,3.11,4.58,6.76,10.7,20.7,34.3,48.3,61.5,71.6
118,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,2,1.125,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
119,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,2,1.125,Xt,0.874,0.699,0.643,0.626,0.587,0.451,0.493,0.587,0.648,0.734
120,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,2,1.125,Fd,0.07,0.09,0.11,0.13,0.18,0.23,0.3,0.37,0.44,0.5
121,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,3,1.5,Cv,3.11,5.77,9.12,13.7,21.7,36,60.4,86.4,104,114
122,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,3,1.5,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
123,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,3,1.5,Xt,0.619,0.595,0.598,0.619,0.594,0.563,0.586,0.729,0.778,0.781
124,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,3,3,1.5,Fd,0.06,0.08,0.1,0.12,0.16,0.2,0.26,0.33,0.4,0.46
125,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,2,1.125,Cv,1.96,3.05,4.43,6.98,11.9,22.3,36.7,50.9,61.8,72.7
126,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,2,1.125,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
127,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,2,1.125,Xt,0.619,0.575,0.624,0.61,0.678,0.639,0.646,0.673,0.778,0.781
128,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,2,1.125,Fd,0.07,0.09,0.11,0.13,0.18,0.23,0.3,0.37,0.44,0.5
129,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,4,2,Cv,4.9,8.19,13.5,20.1,31.2,52.6,96.7,140,170,190
130,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,4,2,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
131,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,4,2,Xt,0.594,0.573,0.56,0.568,0.572,0.564,0.532,0.707,0.807,0.834
132,Globe Straight,10,Contour,Equal %,Under,Unbalanced,ASME 150,4,4,2,Fd,0.05,0.06,0.08,0.1,0.13,0.17,0.23,0.31,0.38,0.44
133,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1,1,0.75,Cv,2.21,3.87,5.29,6.56,8.2,9.82,11.1,12.1,13,13.6
134,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1,1,0.75,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
135,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1,1,0.75,Xt,0.638,0.601,0.638,0.634,0.638,0.629,0.636,0.68,0.769,0.834
136,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1,1,0.75,Fd,0.13,0.18,0.23,0.28,0.31,0.35,0.4,0.45,0.53,0.56
137,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1,0.75,Cv,1.96,3.42,4.94,6.11,7.8,9.3,10.9,13,15.1,16.7
138,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1,0.75,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
139,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1,0.75,Xt,0.469,0.578,0.6,0.69,0.652,0.655,0.637,0.625,0.719,0.796
140,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1,0.75,Fd,0.13,0.18,0.23,0.28,0.31,0.35,0.4,0.45,0.53,0.56
141,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Cv,3.99,7.53,11.1,14.8,18.7,22.5,25.8,29.2,31.2,31.9
142,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1.5,0.75,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
143,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Xt,0.633,0.651,0.657,0.691,0.674,0.674,0.696,0.704,0.757,0.818
144,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,1.5,1.5,0.75,Fd,0.13,0.19,0.24,0.28,0.32,0.36,0.4,0.44,0.49,0.52
145,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,1,0.75,Cv,1.88,3.41,4.95,6.49,8.06,9.67,11.23,12.79,14.35,15.7
146,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,1,0.75,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
147,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,1,0.75,Xt,0.609,0.593,0.597,0.624,0.621,0.626,0.642,0.633,0.75,0.91
148,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,1,0.75,Fd,0.13,0.18,0.23,0.28,0.31,0.35,0.4,0.45,0.53,0.56
149,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,2,1.125,Cv,6.08,11.9,18,24.1,30.1,36.4,42.8,49.9,52,52.4
150,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,2,1.125,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
151,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,2,1.125,Xt,0.56,0.644,0.655,0.675,0.701,0.724,0.779,0.773,0.862,0.924
152,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,2,2,1.125,Fd,0.13,0.18,0.22,0.25,0.29,0.32,0.36,0.41,0.46,0.52
153,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,3,2,1.125,Cv,6.59,13.3,20.7,28.1,36,44,55.6,67.5,76.2,80.4
154,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,3,2,1.125,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
155,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,3,2,1.125,Xt,0.564,0.5,0.522,0.609,0.577,0.594,0.563,0.582,0.677,0.749
156,Globe Straight,10,Contour,Linear,Under,Unbalanced,ASME 150,3,2,1.125,Fd,0.13,0.18,0.22,0.25,0.29,0.32,0.36,0.41,0.46,0.52
