no,style,series,trimType_,flowCharacter_,flowDirection_,balancing_,rating_c,valveSize,seatBore,travel,coeff,one,two,three,four,five,six,seven,eight,nine,ten
1150,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,2.3125,1.125,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1151,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,2.3125,1.125,Xt,0.944,0.84,0.803,0.757,0.735,0.642,0.531,0.613,0.629,0.702
1152,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,2.3125,1.125,Fd,0.4,0.51,0.53,0.58,0.37,0.32,0.27,0.26,0.29,0.31
1153,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,3.4375,1.5,Cv,4.32,7.53,10.9,17.1,27.2,43.5,66,97,120,136
1154,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,3.4375,1.5,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1155,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,3.4375,1.5,Xt,0.774,0.706,0.682,0.635,0.616,0.602,0.663,0.693,0.67,0.675
1156,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,3,3.4375,1.5,Fd,0.52,0.63,0.68,0.39,0.36,0.29,0.26,0.28,0.3,0.32
1157,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,2.875,1.5,Cv,3.82,7.65,11.4,16.9,25.5,38.2,60.5,85.7,105,112
1158,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,2.875,1.5,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1159,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,2.875,1.5,Xt,0.746,0.7,0.694,0.669,0.64,0.627,0.591,0.644,0.735,0.813
1160,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,2.875,1.5,Fd,0.45,0.49,0.49,0.47,0.35,0.32,0.3,0.24,0.25,0.27
1161,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,4.375,2,Cv,5.85,11.6,18.3,30.2,49.7,79.7,125,171,205,224
1162,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,4.375,2,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1163,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,4.375,2,Xt,0.731,0.65,0.643,0.645,0.632,0.625,0.672,0.742,0.737,0.716
1164,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,4,4.375,2,Fd,0.45,0.42,0.4,0.33,0.3,0.28,0.23,0.24,0.26,0.28
1165,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,4.375,2,Cv,5.4,10.1,15.8,26.7,45.2,71.2,111,169,232,274
1166,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,4.375,2,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1167,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,4.375,2,Xt,0.834,0.834,0.735,0.654,0.626,0.613,0.614,0.61,0.629,0.695
1168,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,4.375,2,Fd,1,1,1,1,1,1,1,1,1,1
1169,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,7,2,Cv,12.9,25.8,43.3,67.4,104,162,239,316,368,394
1170,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,7,2,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1171,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,7,2,Xt,0.688,0.68,0.682,0.709,0.7,0.72,0.736,0.744,0.78,0.778
1172,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,6,7,2,Fd,0.39,0.44,0.47,0.33,0.29,0.22,0.22,0.24,0.25,0.26
1173,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,2,Cv,18.5,38,58.4,86.7,130,189,268,371,476,567
1174,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,2,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1175,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,2,Xt,0.727,0.632,0.6,0.588,0.58,0.587,0.599,0.611,0.671,0.724
1176,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,2,Fd,0.28,0.26,0.23,0.2,0.17,0.22,0.24,0.25,0.25,0.26
1177,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,3,Cv,27,58.1,105,188,307,478,605,695,761,818
1178,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,3,FL,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1179,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,3,Xt,0.644,0.654,0.636,0.611,0.643,0.615,0.725,0.809,0.804,0.807
1180,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,8,8,3,Fd,0.28,0.26,0.23,0.2,0.17,0.22,0.24,0.25,0.25,0.26
1181,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,10,8,3,Cv,33.9,61.2,97.2,162,269,417,568,705,840,932
1182,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,10,8,3,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1183,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,10,8,3,Xt,0.836,0.867,0.894,0.796,0.744,0.704,0.699,0.712,0.725,0.76
1184,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,10,8,3,Fd,1,1,1,1,1,1,1,1,1,1
1185,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,12,11,5.5,Cv,50,91,141,222,352,540,797,1127,1361,1488
1186,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,12,11,5.5,Xt,0.747,0.731,0.706,0.65,0.584,0.575,0.61,0.679,0.797,0.804
1187,Globe0Straight,10,Ported,Equal0%,Over,Balanced,ASME0300,12,11,5.5,Fd,0,0,0,0,0,0,0,0,0,0
1188,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,12,11,5.5,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1189,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,16,14.75,5.5,Cv,35,79,145,263,454,765,1272,1808,2278,2664
1190,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,16,14.75,5.5,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1191,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,16,14.75,5.5,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1192,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,16,14.75,5.5,Fd,0.45,0.46,0.39,0.28,0.26,0.24,0.23,0.26,0.27,0.28
1193,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,18,14.75,8,Cv,83,176,269,467,723,1082,1577,2234,2730,3073
1194,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,18,14.75,8,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1195,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,18,14.75,8,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1196,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,18,14.75,8,Fd,0.46,0.45,0.42,0.25,0.32,0.25,0.21,0.23,0.25,0.26
1197,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,20,18.25,8,Cv,90,214,408,733,1276,2122,2954,3661,4270,4820
1198,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,20,18.25,8,FL,0.85,0,0,0,0,0,0,0,0,0
1199,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,20,18.25,8,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1200,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,20,18.25,8,Fd,0.31,0.28,0.25,0.24,0.22,0.23,0.25,0.27,0.28,0.29
1201,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,24,18.25,8,Cv,91,215,410,736,1282,2159,3087,3891,4579,5182
1202,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,24,18.25,8,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1203,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,24,18.25,8,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1204,Globe Straight,10,Ported,Equal %,Over,Balanced,ASME 300,24,18.25,8,Fd,0.31,0.28,0.25,0.24,0.22,0.23,0.25,0.27,0.28,0.29
1205,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Cv,3.21,5.5,8.18,10.9,13.2,15,16.9,18.6,19.9,20.6
1206,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
1207,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Xt,0.34,0.644,0.494,0.509,0.532,0.58,0.61,0.629,0.628,0.636
1208,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
1209,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Cv,2.92,5.7,9.05,12.5,15.6,18.5,21.1,23.9,26.8,29.2
1210,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1211,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Xt,0.69,0.651,0.633,0.634,0.65,0.666,0.708,0.718,0.737,0.733
1212,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
1213,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Cv,4.23,7.84,11.8,15.8,20.4,25.3,30.3,34.7,37.2,39.2
1214,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1215,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Xt,0.66,0.71,0.76,0.8,0.74,0.73,0.71,0.69,0.68,0.66
1216,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Fd,0.3,0.37,0.41,0.44,0.44,0.41,0.38,0.35,0.34,0.34
1217,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,1.3125,0.75,Cv,3.53,6.36,9.92,13.3,16.5,19.7,22.7,25.6,29.3,33.3
1218,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,1.3125,0.75,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1219,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,1.3125,0.75,Xt,0.456,0.529,0.549,0.582,0.611,0.633,0.671,0.723,0.727,0.694
1220,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,1.3125,0.75,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
1221,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Cv,7.87,16,24.9,33.4,42.1,51.8,62,68.1,70.6,72.9
1222,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,FL,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
1223,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Xt,0.64,0.72,0.73,0.77,0.79,0.75,0.68,0.66,0.65,0.64
1224,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Fd,0.3,0.35,0.36,0.37,0.37,0.36,0.35,0.35,0.34,0.33
1225,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Cv,8.06,16.9,26.7,37.5,49,61.4,73.8,85.3,94.7,102
1226,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1227,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Xt,0.592,0.614,0.662,0.672,0.674,0.676,0.694,0.722,0.736,0.732
1228,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Fd,0.3,0.35,0.36,0.37,0.37,0.36,0.35,0.35,0.34,0.33
1229,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Cv,14.5,32.9,52.1,70.4,88.5,105,118,133,142,148
1230,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1231,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Xt,0.67,0.7,0.7,0.72,0.73,0.72,0.71,0.65,0.63,0.62
1232,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Fd,0.26,0.32,0.35,0.36,0.36,0.36,0.36,0.28,0.29,0.3
1233,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,2.875,1.5,Cv,9.77,22.6,37.2,51.8,65.7,77.5,87.5,97.9,107,113
1234,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,2.875,1.5,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
1235,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,2.875,1.5,Xt,0.926,0.899,0.873,0.904,0.919,0.962,0.972,0.937,0.891,0.872
1236,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,2.875,1.5,Fd,0.27,0.33,0.35,0.36,0.35,0.34,0.32,0.29,0.27,0.27
1237,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,4.375,2,Cv,23.3,50.3,78.1,105,127,152,181,203,223,236
1238,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,4.375,2,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1239,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,4.375,2,Xt,0.69,0.71,0.72,0.73,0.76,0.76,0.75,0.76,0.73,0.69
1240,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,4,4.375,2,Fd,0.31,0.36,0.38,0.38,0.37,0.35,0.32,0.3,0.27,0.28
1241,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,4.375,2,Cv,16.7,38.6,65.4,93.7,123,156,194,244,290,322
1242,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,4.375,2,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1243,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,4.375,2,Xt,0.762,0.698,0.675,0.684,0.681,0.66,0.676,0.657,0.685,0.703
1244,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,4.375,2,Fd,1,1,1,1,1,1,1,1,1,1
1245,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,7,2,Cv,46.3,107,171,228,279,327,367,402,420,433
1246,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,7,2,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
1247,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,7,2,Xt,0.656,0.727,0.744,0.781,0.803,0.8,0.784,0.758,0.755,0.74
1248,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,6,7,2,Fd,0.21,0.26,0.29,0.3,0.31,0.31,0.31,0.28,0.28,0.28
1249,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,2,Cv,60.2,129,206,285,363,444,526,581,640,688
1250,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,2,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1251,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,2,Xt,0.704,0.721,0.657,0.651,0.683,0.713,0.74,0.801,0.821,0.839
1252,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,2,Fd,0.23,0.28,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31
1253,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,3,Cv,91.4,207,325,440,550,639,711,760,795,846
1254,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,3,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1255,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,3,Xt,0.651,0.624,0.677,0.746,0.786,0.803,0.823,0.836,0.843,0.807
1256,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,8,8,3,Fd,0.23,0.28,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31
1257,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,10,8,3,Cv,95.9,212,336,459,586,696,798,876,928,975
1258,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,10,8,3,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1259,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,10,8,3,Xt,0.683,0.617,0.61,0.641,0.657,0.694,0.715,0.748,0.795,0.843
1260,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,10,8,3,Fd,1,1,1,1,1,1,1,1,1,1
1261,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,12,11,5.5,Cv,155,300,450,610,770,940,1100,1250,1390,1500
1262,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,12,11,5.5,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1263,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,12,11,5.5,Xt,0.609,0.678,0.676,0.645,0.654,0.693,0.746,0.789,0.799,0.792
1264,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,12,11,5.5,Fd,0,0,0,0,0,0,0,0,0,0
1265,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,16,14.75,5.5,Cv,298,649,1000,1376,1846,2324,2701,2988,3188,3312
1266,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,16,14.75,5.5,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1267,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,16,14.75,5.5,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1268,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,16,14.75,5.5,Fd,0.22,0.28,0.31,0.29,0.27,0.29,0.3,0.3,0.31,0.31
1269,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,18,14.75,5.5,Cv,322,701,1078,1460,1935,2396,2745,3010,3208,3351
1270,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,18,14.75,5.5,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1271,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,18,14.75,5.5,Xt,0.81,0.81,0.76,0.76,0.78,0.78,0.86,0.82,0.79,0.81
1272,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,18,14.75,5.5,Fd,0.22,0.28,0.31,0.29,0.27,0.29,0.3,0.3,0.31,0.31
1273,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,20,18.25,8,Cv,647,1377,2089,2720,3274,3747,4309,4787,5196,5196
1274,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,20,18.25,8,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1275,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,20,18.25,8,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1276,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,20,18.25,8,Fd,0.22,0.28,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.3
1277,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,24,18.25,8,Cv,649,1394,2123,2827,3455,4010,4589,5157,5626,5841
1278,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,24,18.25,8,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
1279,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,24,18.25,8,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
1280,Globe Straight,10,Ported,Linear,Over,Balanced,ASME 300,24,18.25,8,Fd,0.22,0.28,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.3
1281,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1.9375,1,Cv,0.25,0.48,2.36,5.04,7.36,9.47,11.2,13.1,14.6,15.5
1282,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1.9375,1,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1283,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1.9375,1,Xt,1,1,1,1,1,1,1,1,1,1
1284,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1.9375,1,Fd,1,1,1,1,1,1,1,1,1,1
1285,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1.5,1.875,0.875,Cv,0.59,0.72,2.54,6.03,9.32,12.8,15.6,18.2,20.8,22.5
1286,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1.5,1.875,0.875,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1287,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1.5,1.875,0.875,Xt,1,1,1,1,1,1,1,1,1,1
1288,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1.5,1.875,0.875,Fd,1,1,1,1,1,1,1,1,1,1
1289,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Cv,0.84,1.49,6.68,12.3,17.3,22.1,26.7,30.9,34.4,36.1
1290,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,FL,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1291,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Xt,1,1,1,1,1,1,1,1,1,1
1292,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Fd,1,1,1,1,1,1,1,1,1,1
1293,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,3,3.4375,1.625,Cv,1.65,10.8,22.3,34.3,45.3,55.5,64.7,72.7,80,86.7
1294,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,3,3.4375,1.625,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1295,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,3,3.4375,1.625,Xt,1,1,1,1,1,1,1,1,1,1
1296,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,3,3.4375,1.625,Fd,1,1,1,1,1,1,1,1,1,1
1297,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,4,4.375,2.125,Cv,3.64,22.4,41.7,60.1,78.3,96.5,115,129,136,140
1298,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,4,4.375,2.125,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1299,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,4,4.375,2.125,Xt,1,1,1,1,1,1,1,1,1,1
1300,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,4,4.375,2.125,Fd,1,1,1,1,1,1,1,1,1,1
1301,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,6,7,2.25,Cv,4.6,30,65.3,99.7,134,165,195,219,241,259
1302,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,6,7,2.25,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1303,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,6,7,2.25,Xt,1,1,1,1,1,1,1,1,1,1
1304,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,6,7,2.25,Fd,1,1,1,1,1,1,1,1,1,1
1305,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,8,8,3.375,Cv,16.2,70.2,124,176,227,276,324,370,412,439
1306,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,8,8,3.375,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1307,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,8,8,3.375,Xt,1,1,1,1,1,1,1,1,1,1
1308,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,8,8,3.375,Fd,1,1,1,1,1,1,1,1,1,1
1309,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,12,11,8,Cv,132,302,462,607,736,849,946,1030,1100,1160
1310,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,12,11,8,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1311,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,12,11,8,Xt,1,1,1,1,1,1,1,1,1,1
1312,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,12,11,8,Fd,1,1,1,1,1,1,1,1,1,1
1313,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,14,11,8,Cv,132,303,467,620,759,886,996,1096,1184,1262
1314,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,14,11,8,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1315,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,14,11,8,Xt,1,1,1,1,1,1,1,1,1,1
1316,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,14,11,8,Fd,1,1,1,1,1,1,1,1,1,1
1317,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,16,14.75,8,Cv,177,408,632,844,1040,1230,1390,1540,1670,1790
