minTemp,maxTemp,material,rating,pressure
-29,625,ASTM A217 C12A,ASME 150,1.4
-29,650,ASTM A217 C12A,ASME 150,1.4
-29,38,ASTM A217 C12A,ASME 300,51.7
-29,50,ASTM A217 C12A,ASME 300,51.7
-29,100,ASTM A217 C12A,ASME 300,51.5
-29,150,ASTM A217 C12A,ASME 300,50.3
-29,200,ASTM A217 C12A,ASME 300,48.6
-29,250,ASTM A217 C12A,ASME 300,46.3
-29,300,ASTM A217 C12A,ASME 300,42.9
-29,325,ASTM A217 C12A,ASME 300,41.4
-29,350,ASTM A217 C12A,ASME 300,40.3
-29,375,ASTM A217 C12A,ASME 300,38.9
-29,400,ASTM A217 C12A,ASME 300,36.5
-29,425,ASTM A217 C12A,ASME 300,35.2
-29,450,ASTM A217 C12A,ASME 300,33.7
-29,475,ASTM A217 C12A,ASME 300,31.7
-29,500,ASTM A217 C12A,ASME 300,28.2
-29,538,ASTM A217 C12A,ASME 300,25.2
-29,550,ASTM A217 C12A,ASME 300,25
-29,575,ASTM A217 C12A,ASME 300,24
-29,600,ASTM A217 C12A,ASME 300,18.6
-29,625,ASTM A217 C12A,ASME 300,12.6
-29,650,ASTM A217 C12A,ASME 300,8.2
-29,38,ASTM A217 C12A,ASME 600,103.4
-29,50,ASTM A217 C12A,ASME 600,103.4
-29,100,ASTM A217 C12A,ASME 600,103
-29,150,ASTM A217 C12A,ASME 600,100.3
-29,200,ASTM A217 C12A,ASME 600,97.2
-29,250,ASTM A217 C12A,ASME 600,92.7
-29,300,ASTM A217 C12A,ASME 600,85.7
-29,325,ASTM A217 C12A,ASME 600,82.6
-29,350,ASTM A217 C12A,ASME 600,80.4
-29,375,ASTM A217 C12A,ASME 600,77.6
-29,400,ASTM A217 C12A,ASME 600,73.3
-29,425,ASTM A217 C12A,ASME 600,70
-29,450,ASTM A217 C12A,ASME 600,67.7
-29,475,ASTM A217 C12A,ASME 600,63.4
-29,500,ASTM A217 C12A,ASME 600,56.5
-29,538,ASTM A217 C12A,ASME 600,50
-29,550,ASTM A217 C12A,ASME 600,49.8
-29,575,ASTM A217 C12A,ASME 600,47.9
-29,600,ASTM A217 C12A,ASME 600,37.2
-29,625,ASTM A217 C12A,ASME 600,25.2
-29,650,ASTM A217 C12A,ASME 600,16.5
-29,38,ASTM A217 C12A,ASME 900,155.1
-29,50,ASTM A217 C12A,ASME 900,155.1
-29,100,ASTM A217 C12A,ASME 900,154.6
-29,150,ASTM A217 C12A,ASME 900,150.6
-29,200,ASTM A217 C12A,ASME 900,145.8
-29,250,ASTM A217 C12A,ASME 900,139
-29,300,ASTM A217 C12A,ASME 900,128.6
-29,325,ASTM A217 C12A,ASME 900,124
-29,350,ASTM A217 C12A,ASME 900,120.7
-29,375,ASTM A217 C12A,ASME 900,116.5
-29,400,ASTM A217 C12A,ASME 900,109.8
-29,425,ASTM A217 C12A,ASME 900,105.1
-29,450,ASTM A217 C12A,ASME 900,101.4
-29,475,ASTM A217 C12A,ASME 900,95.1
-29,500,ASTM A217 C12A,ASME 900,84.7
-29,538,ASTM A217 C12A,ASME 900,75.2
-29,550,ASTM A217 C12A,ASME 900,74.8
-29,575,ASTM A217 C12A,ASME 900,71.8
-29,600,ASTM A217 C12A,ASME 900,55.9
-29,625,ASTM A217 C12A,ASME 900,37.9
-29,650,ASTM A217 C12A,ASME 900,24.7
-29,38,ASTM A217 C12A,ASME 1500,258.6
-29,50,ASTM A217 C12A,ASME 1500,258.6
-29,100,ASTM A217 C12A,ASME 1500,257.6
-29,150,ASTM A217 C12A,ASME 1500,250.8
-29,200,ASTM A217 C12A,ASME 1500,243.4
-29,250,ASTM A217 C12A,ASME 1500,231.8
-29,300,ASTM A217 C12A,ASME 1500,214.4
-29,325,ASTM A217 C12A,ASME 1500,206.6
-29,350,ASTM A217 C12A,ASME 1500,201.1
-29,375,ASTM A217 C12A,ASME 1500,194.1
-29,400,ASTM A217 C12A,ASME 1500,183.1
-29,425,ASTM A217 C12A,ASME 1500,175.1
-29,450,ASTM A217 C12A,ASME 1500,169
-29,475,ASTM A217 C12A,ASME 1500,158.2
-29,500,ASTM A217 C12A,ASME 1500,140.9
-29,538,ASTM A217 C12A,ASME 1500,125.5
-29,550,ASTM A217 C12A,ASME 1500,124.9
-29,575,ASTM A217 C12A,ASME 1500,119.7
-29,600,ASTM A217 C12A,ASME 1500,93.1
-29,625,ASTM A217 C12A,ASME 1500,63.1
-29,650,ASTM A217 C12A,ASME 1500,41.1
-29,38,ASTM A217 C12A,ASME 2500,430.9
-29,50,ASTM A217 C12A,ASME 2500,430.9
-29,100,ASTM A217 C12A,ASME 2500,429.4
-29,150,ASTM A217 C12A,ASME 2500,418.2
-29,200,ASTM A217 C12A,ASME 2500,405.4
-29,250,ASTM A217 C12A,ASME 2500,386.2
-29,300,ASTM A217 C12A,ASME 2500,357.1
-29,325,ASTM A217 C12A,ASME 2500,344.3
-29,350,ASTM A217 C12A,ASME 2500,335.3
-29,375,ASTM A217 C12A,ASME 2500,323.2
-29,400,ASTM A217 C12A,ASME 2500,304.9
-29,425,ASTM A217 C12A,ASME 2500,291.6
-29,450,ASTM A217 C12A,ASME 2500,281.8
-29,475,ASTM A217 C12A,ASME 2500,263.9
-29,500,ASTM A217 C12A,ASME 2500,235
-29,538,ASTM A217 C12A,ASME 2500,208.9
-29,550,ASTM A217 C12A,ASME 2500,208
-29,575,ASTM A217 C12A,ASME 2500,199.5
-29,600,ASTM A217 C12A,ASME 2500,155.1
-29,625,ASTM A217 C12A,ASME 2500,105.1
-29,650,ASTM A217 C12A,ASME 2500,68.6
-29,38,ASTM A217 C5,ASME 150,20
-29,50,ASTM A217 C5,ASME 150,19.5
-29,100,ASTM A217 C5,ASME 150,17.7
-29,150,ASTM A217 C5,ASME 150,15.8
-29,200,ASTM A217 C5,ASME 150,13.8
-29,250,ASTM A217 C5,ASME 150,12.1
-29,300,ASTM A217 C5,ASME 150,10.2
-29,325,ASTM A217 C5,ASME 150,9.3
-29,350,ASTM A217 C5,ASME 150,8.4
-29,375,ASTM A217 C5,ASME 150,7.4
-29,400,ASTM A217 C5,ASME 150,6.5
-29,425,ASTM A217 C5,ASME 150,5.5
-29,450,ASTM A217 C5,ASME 150,4.6
-29,475,ASTM A217 C5,ASME 150,3.7
-29,500,ASTM A217 C5,ASME 150,2.8
-29,538,ASTM A217 C5,ASME 150,1.4
-29,550,ASTM A217 C5,ASME 150,1.4
-29,575,ASTM A217 C5,ASME 150,1.4
-29,600,ASTM A217 C5,ASME 150,1.4
-29,625,ASTM A217 C5,ASME 150,1.4
-29,650,ASTM A217 C5,ASME 150,0.9
-29,38,ASTM A217 C5,ASME 300,51.7
-29,50,ASTM A217 C5,ASME 300,51.7
-29,100,ASTM A217 C5,ASME 300,51.5
-29,150,ASTM A217 C5,ASME 300,50.3
-29,200,ASTM A217 C5,ASME 300,48.6
-29,250,ASTM A217 C5,ASME 300,46.3
-29,300,ASTM A217 C5,ASME 300,42.9
-29,325,ASTM A217 C5,ASME 300,41.4
-29,350,ASTM A217 C5,ASME 300,40.3
-29,375,ASTM A217 C5,ASME 300,38.9
-29,400,ASTM A217 C5,ASME 300,36.5
-29,425,ASTM A217 C5,ASME 300,35.2
-29,450,ASTM A217 C5,ASME 300,33.7
-29,475,ASTM A217 C5,ASME 300,27.9
-29,500,ASTM A217 C5,ASME 300,21.4
-29,538,ASTM A217 C5,ASME 300,13.7
-29,550,ASTM A217 C5,ASME 300,12
-29,575,ASTM A217 C5,ASME 300,8.9
-29,600,ASTM A217 C5,ASME 300,6.2
-29,625,ASTM A217 C5,ASME 300,4
-29,650,ASTM A217 C5,ASME 300,2.4
-29,38,ASTM A217 C5,ASME 600,103.4
-29,50,ASTM A217 C5,ASME 600,103.4
-29,100,ASTM A217 C5,ASME 600,103
-29,150,ASTM A217 C5,ASME 600,100.3
-29,200,ASTM A217 C5,ASME 600,97.2
-29,250,ASTM A217 C5,ASME 600,92.7
-29,300,ASTM A217 C5,ASME 600,85.7
-29,325,ASTM A217 C5,ASME 600,82.6
-29,350,ASTM A217 C5,ASME 600,80.4
-29,375,ASTM A217 C5,ASME 600,77.6
-29,400,ASTM A217 C5,ASME 600,73.3
-29,425,ASTM A217 C5,ASME 600,70
-29,450,ASTM A217 C5,ASME 600,67.7
-29,475,ASTM A217 C5,ASME 600,55.7
-29,500,ASTM A217 C5,ASME 600,42.8
-29,538,ASTM A217 C5,ASME 600,27.4
-29,550,ASTM A217 C5,ASME 600,24.1
-29,575,ASTM A217 C5,ASME 600,17.8
-29,600,ASTM A217 C5,ASME 600,12.5
-29,625,ASTM A217 C5,ASME 600,8
-29,650,ASTM A217 C5,ASME 600,4.7
-29,38,ASTM A217 C5,ASME 900,155.1
-29,50,ASTM A217 C5,ASME 900,155.1
-29,100,ASTM A217 C5,ASME 900,154.6
-29,150,ASTM A217 C5,ASME 900,150.6
-29,200,ASTM A217 C5,ASME 900,145.8
-29,250,ASTM A217 C5,ASME 900,139
-29,300,ASTM A217 C5,ASME 900,128.6
-29,325,ASTM A217 C5,ASME 900,124
-29,350,ASTM A217 C5,ASME 900,120.7
-29,375,ASTM A217 C5,ASME 900,116.5
-29,400,ASTM A217 C5,ASME 900,109.8
-29,425,ASTM A217 C5,ASME 900,105.1
-29,450,ASTM A217 C5,ASME 900,101.4
-29,475,ASTM A217 C5,ASME 900,83.6
-29,500,ASTM A217 C5,ASME 900,64.1
-29,538,ASTM A217 C5,ASME 900,41.1
-29,550,ASTM A217 C5,ASME 900,36.1
-29,575,ASTM A217 C5,ASME 900,26.7
-29,600,ASTM A217 C5,ASME 900,18.7
-29,625,ASTM A217 C5,ASME 900,12
-29,650,ASTM A217 C5,ASME 900,7.1
-29,38,ASTM A217 C5,ASME 1500,258.6
-29,50,ASTM A217 C5,ASME 1500,258.6
-29,100,ASTM A217 C5,ASME 1500,257.6
-29,150,ASTM A217 C5,ASME 1500,250.8
-29,200,ASTM A217 C5,ASME 1500,243.4
-29,250,ASTM A217 C5,ASME 1500,231.8
-29,300,ASTM A217 C5,ASME 1500,214.4
-29,325,ASTM A217 C5,ASME 1500,206.6
-29,350,ASTM A217 C5,ASME 1500,201.1
-29,375,ASTM A217 C5,ASME 1500,194.1
-29,400,ASTM A217 C5,ASME 1500,183.1
-29,425,ASTM A217 C5,ASME 1500,175.1
-29,450,ASTM A217 C5,ASME 1500,169
-29,475,ASTM A217 C5,ASME 1500,139.3
-29,500,ASTM A217 C5,ASME 1500,106.9
-29,538,ASTM A217 C5,ASME 1500,68.6
-29,550,ASTM A217 C5,ASME 1500,60.2
-29,575,ASTM A217 C5,ASME 1500,44.4
-29,600,ASTM A217 C5,ASME 1500,31.2
-29,625,ASTM A217 C5,ASME 1500,20
-29,650,ASTM A217 C5,ASME 1500,11.8
-29,38,ASTM A217 C5,ASME 2500,430.9
-29,50,ASTM A217 C5,ASME 2500,430.9
-29,100,ASTM A217 C5,ASME 2500,429.4
-29,150,ASTM A217 C5,ASME 2500,418.2
-29,200,ASTM A217 C5,ASME 2500,405.4
-29,250,ASTM A217 C5,ASME 2500,386.2
-29,300,ASTM A217 C5,ASME 2500,357.1
-29,325,ASTM A217 C5,ASME 2500,344.3
-29,350,ASTM A217 C5,ASME 2500,335.3
-29,375,ASTM A217 C5,ASME 2500,323.2
-29,400,ASTM A217 C5,ASME 2500,304.9
-29,425,ASTM A217 C5,ASME 2500,291.6
-29,450,ASTM A217 C5,ASME 2500,281.8
-29,475,ASTM A217 C5,ASME 2500,232.1
-29,500,ASTM A217 C5,ASME 2500,178.2
-29,538,ASTM A217 C5,ASME 2500,114.3
-29,550,ASTM A217 C5,ASME 2500,100.4
-29,575,ASTM A217 C5,ASME 2500,74
-29,600,ASTM A217 C5,ASME 2500,51.9
-29,625,ASTM A217 C5,ASME 2500,33.3
-29,650,ASTM A217 C5,ASME 2500,19.7
