actType,failAction,valveInterface,actSize_,springSet,torqueType,setPressure,start,mid,end,actSize
SYCDA,DA,F25,SYC310,,AT,6,28820,11816,17471,310
SYCDA,DA,F25,SYC310,,AT,6.5,31222,12801,18927,310
SYCDA,DA,F25,SYC310,,AT,7,33624,13786,20383,310
SYCDA,DA,F30,SYC310,,AT,2,13209,5416,8008,310
SYCDA,DA,F30,SYC310,,AT,2.5,12008,4923,7280,310
SYCDA,DA,F30,SYC310,,AT,3,14410,5908,8736,310
SYCDA,DA,F30,SYC310,,AT,3.5,16812,6893,10192,310
SYCDA,DA,F30,SYC310,,AT,4,19214,7878,11648,310
SYCDA,DA,F30,SYC310,,AT,4.5,21615,8862,13104,310
SYCDA,DA,F30,SYC310,,AT,5,24017,9847,14559,310
SYCDA,DA,F30,SYC310,,AT,5.5,26419,10832,16015,310
SYCDA,DA,F30,SYC310,,AT,6,28820,11816,17471,310
SYCDA,DA,F30,SYC310,,AT,6.5,31222,12801,18927,310
SYCDA,DA,F30,SYC310,,AT,7,33624,13786,20383,310
SYCDA,DA,F30,SYC320,,AT,2,16073,6590,9744,320
SYCDA,DA,F25,SYC320,,AT,2.5,14612,5991,8858,320
SYCDA,DA,F25,SYC320,,AT,3,17534,7189,10630,320
SYCDA,DA,F25,SYC320,,AT,3.5,20457,8387,12401,320
SYCDA,DA,F25,SYC320,,AT,4,23379,9585,14173,320
SYCDA,DA,F25,SYC320,,AT,4.5,26302,10784,15945,320
SYCDA,DA,F25,SYC320,,AT,5,29224,11982,17716,320
SYCDA,DA,F25,SYC320,,AT,5.5,32146,13180,19488,320
SYCDA,DA,F25,SYC320,,AT,6,35069,14378,21259,320
SYCDA,DA,F25,SYC320,,AT,6.5,37991,15576,23031,320
SYCDA,DA,F25,SYC320,,AT,7,40914,16775,24803,320
SYCDA,DA,F30,SYC320,,AT,2,16073,6590,9744,320
SYCDA,DA,F30,SYC320,,AT,2.5,14612,5991,8858,320
SYCDA,DA,F30,SYC320,,AT,3,17534,7189,10630,320
SYCDA,DA,F30,SYC320,,AT,3.5,20457,8387,12401,320
SYCDA,DA,F30,SYC320,,AT,4,23379,9585,14173,320
SYCDA,DA,F30,SYC320,,AT,4.5,26302,10784,15945,320
SYCDA,DA,F30,SYC320,,AT,5,29224,11982,17716,320
SYCDA,DA,F30,SYC320,,AT,5.5,32146,13180,19488,320
SYCDA,DA,F30,SYC320,,AT,6,35069,14378,21259,320
SYCDA,DA,F30,SYC320,,AT,6.5,37991,15576,23031,320
SYCDA,DA,F30,SYC320,,AT,7,40914,16775,24803,320
SYCDA,DA,F25,SYC330,,AT,2,19218,7879,11650,330
SYCDA,DA,F25,SYC330,,AT,2.5,17471,7163,10591,330
SYCDA,DA,F25,SYC330,,AT,3,20965,8596,12709,330
SYCDA,DA,F25,SYC330,,AT,3.5,24459,10028,14828,330
SYCDA,DA,F25,SYC330,,AT,4,27953,11461,16946,330
SYCDA,DA,F25,SYC330,,AT,4.5,31448,12894,19064,330
SYCDA,DA,F25,SYC330,,AT,5,34942,14326,21182,330
SYCDA,DA,F25,SYC330,,AT,5.5,38436,15759,23301,330
SYCDA,DA,F25,SYC330,,AT,6,41930,17191,25419,330
SYCDA,DA,F25,SYC330,,AT,6.5,45424,18624,27537,330
SYCDA,DA,F25,SYC330,,AT,7,48918,20057,29655,330
SYCDA,DA,F30,SYC330,,AT,2,19218,7879,11650,330
SYCDA,DA,F30,SYC330,,AT,2.5,17471,7163,10591,330
SYCDA,DA,F30,SYC330,,AT,3,20965,8596,12709,330
SYCDA,DA,F30,SYC330,,AT,3.5,24459,10028,14828,330
SYCDA,DA,F30,SYC330,,AT,4,27953,11461,16946,330
SYCDA,DA,F30,SYC330,,AT,4.5,31448,12894,19064,330
SYCDA,DA,F30,SYC330,,AT,5,34942,14326,21182,330
SYCDA,DA,F30,SYC330,,AT,5.5,38436,15759,23301,330
SYCDA,DA,F30,SYC330,,AT,6,41930,17191,25419,330
SYCDA,DA,F30,SYC330,,AT,6.5,45424,18624,27537,330
SYCDA,DA,F30,SYC330,,AT,7,48918,20057,29655,330
SYCDA,DA,F30,SYC330,,AT,3,25803,10579,15642,330
SYCDA,DA,F30,SYC340,,AT,2,23653,9698,14339,340
SYCDA,DA,F30,SYC340,,AT,2.5,21503,8816,13035,340
SYCDA,DA,F30,SYC340,,AT,3.5,30104,12343,18249,340
SYCDA,DA,F30,SYC340,,AT,4,34404,14106,20856,340
SYCDA,DA,F30,SYC340,,AT,4.5,38705,15869,23463,340
SYCDA,DA,F30,SYC340,,AT,5,43005,17632,26071,340
SYCDA,DA,F30,SYC340,,AT,5.5,47306,19395,28678,340
SYCDA,DA,F30,SYC340,,AT,6,51606,21159,31285,340
SYCDA,DA,F30,SYC340,,AT,6.5,55907,22922,33892,340
SYCDA,DA,F30,SYC340,,AT,7,60207,24685,36499,340
SYCDA,DA,F35,SYC340,,AT,2,23653,9698,14339,340
SYCDA,DA,F35,SYC340,,AT,2.5,21503,8816,13035,340
SYCDA,DA,F35,SYC340,,AT,3,25803,10579,15642,340
SYCDA,DA,F35,SYC340,,AT,3.5,30104,12343,18249,340
SYCDA,DA,F35,SYC340,,AT,4,34404,14106,20856,340
SYCDA,DA,F35,SYC340,,AT,4.5,38705,15869,23463,340
SYCDA,DA,F35,SYC340,,AT,5,43005,17632,26071,340
SYCDA,DA,F35,SYC340,,AT,5.5,47306,19395,28678,340
SYCDA,DA,F35,SYC340,,AT,6,51606,21159,31285,340
SYCDA,DA,F35,SYC340,,AT,6.5,55907,22922,33892,340
SYCDA,DA,F35,SYC340,,AT,7,60207,24685,36499,340
SYCDA,DA,F30,SYC350,,AT,2,27869,11426,16895,350
SYCDA,DA,F30,SYC350,,AT,2.5,25335,10388,15359,350
SYCDA,DA,F30,SYC350,,AT,3,30402,12465,18431,350
SYCDA,DA,F30,SYC350,,AT,3.5,35470,14543,21502,350
SYCDA,DA,F30,SYC350,,AT,4,40537,16620,24574,350
SYCDA,DA,F30,SYC350,,AT,4.5,45604,18698,27646,350
SYCDA,DA,F30,SYC350,,AT,5,50671,20775,30718,350
SYCDA,DA,F30,SYC350,,AT,5.5,55738,22853,33789,350
SYCDA,DA,F30,SYC350,,AT,6,60805,24930,36861,350
SYCDA,DA,F30,SYC350,,AT,6.5,65872,27008,39933,350
SYCDA,DA,F30,SYC350,,AT,7,70939,29085,43005,350
SYCDA,DA,F35,SYC350,,AT,2,27869,11426,16895,350
SYCDA,DA,F35,SYC350,,AT,2.5,25335,10388,15359,350
SYCDA,DA,F35,SYC350,,AT,3,30402,12465,18431,350
SYCDA,DA,F35,SYC350,,AT,3.5,35470,14543,21502,350
SYCDA,DA,F35,SYC350,,AT,4,40537,16620,24574,350
SYCDA,DA,F35,SYC350,,AT,4.5,45604,18698,27646,350
SYCDA,DA,F35,SYC350,,AT,5,50671,20775,30718,350
SYCDA,DA,F35,SYC350,,AT,5.5,55738,22853,33789,350
SYCDA,DA,F35,SYC350,,AT,6,60805,24930,36861,350
SYCDA,DA,F35,SYC350,,AT,6.5,65872,27008,39933,350
SYCDA,DA,F35,SYC350,,AT,7,70939,29085,43005,350
SYCDA,DA,F30,SYC360,,AT,2,32431,13297,19660,360
SYCDA,DA,F30,SYC360,,AT,2.5,29482,12088,17873,360
SYCDA,DA,F30,SYC360,,AT,3,35379,14505,21447,360
SYCDA,DA,F30,SYC360,,AT,3.5,41275,16923,25022,360
SYCDA,DA,F30,SYC360,,AT,4,47172,19340,28596,360
SYCDA,DA,F30,SYC360,,AT,4.5,53068,21758,32171,360
SYCDA,DA,F30,SYC360,,AT,5,58965,24175,35745,360
SYCDA,DA,F30,SYC360,,AT,5.5,64861,26593,39320,360
SYCDA,DA,F30,SYC360,,AT,6,70757,29011,42894,360
SYCDA,DA,F30,SYC360,,AT,6.5,76654,31428,46469,360
SYCDA,DA,F30,SYC360,,AT,7,82550,33846,50044,360
SYCDA,DA,F35,SYC360,,AT,2,32431,13297,19660,360
SYCDA,DA,F35,SYC360,,AT,2.5,29482,12088,17873,360
SYCDA,DA,F35,SYC360,,AT,3,35379,14505,21447,360
SYCDA,DA,F35,SYC360,,AT,3.5,41275,16923,25022,360
SYCDA,DA,F35,SYC360,,AT,4,47172,19340,28596,360
SYCDA,DA,F35,SYC360,,AT,4.5,53068,21758,32171,360
SYCDA,DA,F35,SYC360,,AT,5,58965,24175,35745,360
SYCDA,DA,F35,SYC360,,AT,5.5,64861,26593,39320,360
SYCDA,DA,F35,SYC360,,AT,6,70757,29011,42894,360
SYCDA,DA,F35,SYC360,,AT,6.5,76654,31428,46469,360
SYCDA,DA,F35,SYC360,,AT,7,82550,33846,50044,360
SYCDA,DA,F40,SYC370,,AT,2,40538,16621,24575,370
SYCDA,DA,F40,SYC370,,AT,2.5,36853,15110,22341,370
SYCDA,DA,F40,SYC370,,AT,3,44223,18132,26809,370
SYCDA,DA,F40,SYC370,,AT,3.5,51594,21154,31277,370
SYCDA,DA,F40,SYC370,,AT,4,58965,24175,35745,370
SYCDA,DA,F40,SYC370,,AT,4.5,66335,27197,40214,370
SYCDA,DA,F40,SYC370,,AT,5,73706,30219,44682,370
SYCDA,DA,F40,SYC370,,AT,5.5,81076,33241,49150,370
SYCDA,DA,F40,SYC370,,AT,6,88447,36263,53618,370
SYCDA,DA,F40,SYC370,,AT,6.5,95817,39285,58086,370
SYCDA,DA,F40,SYC370,,AT,7,103188,42307,62554,370
SYCDA,DA,F40,SYC380,,AT,2,46672,19136,28293,380
SYCDA,DA,F40,SYC380,,AT,2.5,42429,17396,25721,380
SYCDA,DA,F40,SYC380,,AT,3,50915,20875,30866,380
SYCDA,DA,F40,SYC380,,AT,3.5,59401,24354,36010,380
SYCDA,DA,F40,SYC380,,AT,4,67887,27834,41154,380
SYCDA,DA,F40,SYC380,,AT,4.5,76373,31313,46298,380
SYCDA,DA,F40,SYC380,,AT,5,84858,34792,51443,380
SYCDA,DA,F40,SYC380,,AT,5.5,93344,38271,56587,380
SYCDA,DA,F40,SYC380,,AT,6,101830,41750,61731,380
SYCDA,DA,F40,SYC380,,AT,6.5,110316,45229,66875,380
SYCDA,DA,F40,SYC380,,AT,7,118802,48709,72020,380
SYCDA,DA,F40,SYC390,,AT,2,53238,21828,32274,390
SYCDA,DA,F40,SYC390,,AT,2.5,48398,19843,29340,390
SYCDA,DA,F40,SYC390,,AT,3,58078,23812,35208,390
SYCDA,DA,F40,SYC390,,AT,3.5,67757,27781,41076,390
SYCDA,DA,F40,SYC390,,AT,4,77437,31749,46944,390
SYCDA,DA,F40,SYC390,,AT,4.5,87117,35718,52812,390
SYCDA,DA,F40,SYC390,,AT,5,96796,39687,58680,390
SYCDA,DA,F40,SYC390,,AT,5.5,106476,43655,64548,390
SYCDA,DA,F40,SYC390,,AT,6,116156,47624,70416,390
SYCDA,DA,F40,SYC390,,AT,6.5,125835,51592,76284,390
SYCDA,DA,F40,SYC390,,AT,7,135515,55561,82152,390
